n_legal_moves,n_pieces,material_balance,is_endgame,king_in_check,eval_before_cp,eval_volatility,prev_delta_cp,move_number,game_phase,player_to_move,player_rating,prev_was_blunder,is_blunder,is_mistake,quality,delta_cp,move_uci,fen_before,game_id,white_name,black_name,event,game_date,game_result
31,28,10,0,0,278,19.235384061671343,-9,25,middlegame,white,1500,0,0,0,good,9,d3e4,rn1qk2r/pp4p1/2pbp1pp/8/2PPp1PP/3BP3/PP3P2/R1BQK2R w KQkq - 0 13,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
37,27,110,0,0,287,19.235384061671343,9,26,middlegame,black,1500,0,0,0,good,-9,d8f6,rn1qk2r/pp4p1/2pbp1pp/8/2PPB1PP/4P3/PP3P2/R1BQK2R b KQkq - 0 13,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
36,27,110,0,0,296,12.727922061357855,-9,27,middlegame,white,1500,0,0,0,good,-45,d1d3,rn2k2r/pp4p1/2pbpqpp/8/2PPB1PP/4P3/PP3P2/R1BQK2R w KQkq - 1 14,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
41,27,110,0,0,251,15.484185480676729,-45,28,middlegame,black,1500,0,0,0,good,-39,g6g5,rn2k2r/pp4p1/2pbpqpp/8/2PPB1PP/3QP3/PP3P2/R1B1K2R b KQkq - 2 14,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
37,27,110,0,0,290,15.80632784678339,-39,29,middlegame,white,1500,0,0,0,good,-7,c4c5,rn2k2r/pp4p1/2pbpq1p/6p1/2PPB1PP/3QP3/PP3P2/R1B1K2R w KQkq - 0 15,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
38,27,110,0,0,283,15.78100123566309,-7,30,middlegame,black,1500,0,0,0,good,-3,d6c7,rn2k2r/pp4p1/2pbpq1p/2P3p1/3PB1PP/3QP3/PP3P2/R1B1K2R b KQkq - 0 15,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
39,27,110,0,0,286,15.714961024450554,-3,31,endgame,white,1500,0,0,0,good,-16,d3b3,rn2k2r/ppb3p1/2p1pq1p/2P3p1/3PB1PP/3QP3/PP3P2/R1B1K2R w KQkq - 1 16,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
38,27,110,0,0,270,14.184498581197715,-16,32,endgame,black,1500,0,0,0,good,-27,c7a5,rn2k2r/ppb3p1/2p1pq1p/2P3p1/3PB1PP/1Q2P3/PP3P2/R1B1K2R b KQkq - 2 16,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
6,27,110,0,1,297,8.930845424706442,-27,33,endgame,white,1500,0,0,0,good,-4,e1e2,rn2k2r/pp4p1/2p1pq1p/b1P3p1/3PB1PP/1Q2P3/PP3P2/R1B1K2R w KQkq - 3 17,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
36,27,110,0,0,293,9.325234581499814,-4,34,endgame,black,1500,0,0,1,mistake,-194,b7b5,rn2k2r/pp4p1/2p1pq1p/b1P3p1/3PB1PP/1Q2P3/PP2KP2/R1B4R b kq - 4 17,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
40,27,110,0,0,487,80.728185908021,-194,35,endgame,white,1500,0,0,1,mistake,-125,a2a4,rn2k2r/p5p1/2p1pq1p/bpP3p1/3PB1PP/1Q2P3/PP2KP2/R1B4R w kq b6 0 18,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
36,27,110,0,0,362,78.78426238786525,-125,36,endgame,black,1500,0,0,1,mistake,-114,g5h4,rn2k2r/p5p1/2p1pq1p/bpP3p1/P2PB1PP/1Q2P3/1P2KP2/R1B4R b kq - 0 18,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
40,26,10,0,0,476,84.14511275172195,-114,37,endgame,white,1500,0,0,0,good,28,a4b5,rn2k2r/p5p1/2p1pq1p/bpP5/P2PB1Pp/1Q2P3/1P2KP2/R1B4R w kq - 0 19,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
37,25,110,0,0,504,82.5556781814552,28,38,endgame,black,1500,0,0,0,good,-1,a5d8,rn2k2r/p5p1/2p1pq1p/bPP5/3PB1Pp/1Q2P3/1P2KP2/R1B4R b kq - 0 19,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
47,25,110,0,0,505,53.51411028878272,-1,39,endgame,white,1500,0,0,0,inaccuracy,-85,b5c6,rn1bk2r/p5p1/2p1pq1p/1PP5/3PB1Pp/1Q2P3/1P2KP2/R1B4R w kq - 1 20,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
32,24,210,0,0,420,55.14199851293023,-85,40,endgame,black,1500,0,0,0,good,-44,e8g8,rn1bk2r/p5p1/2P1pq1p/2P5/3PB1Pp/1Q2P3/1P2KP2/R1B4R b kq - 0 20,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
49,24,210,0,0,464,31.243559336285617,-44,41,endgame,white,1500,0,0,0,good,-19,f2f3,rn1b1rk1/p5p1/2P1pq1p/2P5/3PB1Pp/1Q2P3/1P2KP2/R1B4R w - - 1 21,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
26,24,210,0,0,445,33.2060235499525,-19,42,endgame,black,1500,0,0,0,good,12,d8c7,rn1b1rk1/p5p1/2P1pq1p/2P5/3PB1Pp/1Q2PP2/1P2K3/R1B4R b - - 0 21,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
46,24,210,0,0,433,29.58783533819262,12,43,endgame,white,1500,0,0,0,good,-4,b3b7,rn3rk1/p1b3p1/2P1pq1p/2P5/3PB1Pp/1Q2PP2/1P2K3/R1B4R w - - 1 22,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
34,24,210,0,0,429,15.197368193210298,-4,44,endgame,black,1500,0,0,0,good,-8,b8c6,rn3rk1/pQb3p1/2P1pq1p/2P5/3PB1Pp/4PP2/1P2K3/R1B4R b - - 2 22,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
45,23,110,0,0,437,12.387090053761618,-8,45,endgame,white,1500,0,0,0,good,11,b7c6,r4rk1/pQb3p1/2n1pq1p/2P5/3PB1Pp/4PP2/1P2K3/R1B4R w - - 0 23,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
37,22,430,0,0,448,7.1442284397967,11,46,endgame,black,1500,0,0,0,good,-7,c7g3,r4rk1/p1b3p1/2Q1pq1p/2P5/3PB1Pp/4PP2/1P2K3/R1B4R b - - 0 23,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
44,22,430,0,0,455,9.666436778875656,-7,47,endgame,white,1500,0,0,0,good,-18,c1d2,r4rk1/p5p1/2Q1pq1p/2P5/3PB1Pp/4PPb1/1P2K3/R1B4R w - - 1 24,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
36,22,430,0,0,437,9.173875952943773,-18,48,endgame,black,1500,0,0,0,inaccuracy,-64,a8b8,r4rk1/p5p1/2Q1pq1p/2P5/3PB1Pp/4PPb1/1P1BK3/R6R b - - 2 24,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
54,22,430,0,0,501,23.71160053644629,-64,49,endgame,white,1500,0,0,0,good,-35,b2b4,1r3rk1/p5p1/2Q1pq1p/2P5/3PB1Pp/4PPb1/1P1BK3/R6R w - - 3 25,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
38,22,430,0,0,466,21.932624102008408,-35,50,endgame,black,1500,0,0,0,inaccuracy,-56,f8c8,1r3rk1/p5p1/2Q1pq1p/2P5/1P1PB1Pp/4PPb1/3BK3/R6R b - - 0 25,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
51,22,430,0,0,522,30.992902413294566,-56,51,endgame,white,1500,0,0,0,good,-10,c6a6,1rr3k1/p5p1/2Q1pq1p/2P5/1P1PB1Pp/4PPb1/3BK3/R6R w - - 1 26,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
37,22,430,0,0,512,31.57594020769611,-10,52,endgame,black,1500,0,0,0,inaccuracy,-91,c8c7,1rr3k1/p5p1/Q3pq1p/2P5/1P1PB1Pp/4PPb1/3BK3/R6R b - - 2 26,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
54,22,430,0,0,603,45.23450010777172,-91,53,endgame,white,1500,0,0,0,inaccuracy,-82,f3f4,1r4k1/p1r3p1/Q3pq1p/2P5/1P1PB1Pp/4PPb1/3BK3/R6R w - - 3 27,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
38,22,430,0,0,521,44.17872791287681,-82,54,endgame,black,1500,0,0,0,inaccuracy,-78,b8f8,1r4k1/p1r3p1/Q3pq1p/2P5/1P1PBPPp/4P1b1/3BK3/R6R b - - 0 27,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
57,22,430,0,0,599,40.66743168679331,-78,55,endgame,white,1500,0,0,0,inaccuracy,-87,a6d6,5rk1/p1r3p1/Q3pq1p/2P5/1P1PBPPp/4P1b1/3BK3/R6R w - - 1 28,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
35,22,430,0,0,512,42.278126732389644,-87,56,endgame,black,1500,0,0,0,good,-43,c7e7,5rk1/p1r3p1/3Qpq1p/2P5/1P1PBPPp/4P1b1/3BK3/R6R b - - 2 28,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
56,22,430,0,0,555,37.94733192202055,-43,57,endgame,white,1500,0,0,0,inaccuracy,-50,b4b5,5rk1/p3r1p1/3Qpq1p/2P5/1P1PBPPp/4P1b1/3BK3/R6R w - - 3 29,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
31,22,430,0,0,505,34.82298091777899,-50,58,endgame,black,1500,0,0,0,good,18,g7g5,5rk1/p3r1p1/3Qpq1p/1PP5/3PBPPp/4P1b1/3BK3/R6R b - - 0 29,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
58,22,430,0,0,487,40.42573437799244,18,59,endgame,white,1500,0,1,1,blunder,-622,f4f5,5rk1/p3r3/3Qpq1p/1PP3p1/3PBPPp/4P1b1/3BK3/R6R w - - 0 30,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
36,22,430,0,0,-135,260.85735565630495,-622,60,endgame,black,1500,1,0,0,good,-31,g3d6,5rk1/p3r3/3Qpq1p/1PP2Pp1/3PB1Pp/4P1b1/3BK3/R6R b - - 0 30,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
46,21,-470,0,0,-104,312.11767011817835,-31,61,endgame,white,1500,0,0,0,good,-1,c5d6,5rk1/p3r3/3bpq1p/1PP2Pp1/3PB1Pp/4P3/3BK3/R6R w - - 0 31,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
30,20,-140,0,0,-105,299.42585058742003,-1,62,endgame,black,1500,0,0,0,good,-11,e7d7,5rk1/p3r3/3Ppq1p/1P3Pp1/3PB1Pp/4P3/3BK3/R6R b - - 0 31,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
44,20,-140,0,0,-94,238.9940585035536,-11,63,endgame,white,1500,0,0,0,good,-20,d2b4,5rk1/p2r4/3Ppq1p/1P3Pp1/3PB1Pp/4P3/3BK3/R6R w - - 1 32,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
33,20,-140,0,0,-114,13.836184445142381,-20,64,endgame,black,1500,0,0,1,mistake,-159,f8b8,5rk1/p2r4/3Ppq1p/1P3Pp1/1B1PB1Pp/4P3/4K3/R6R b - - 2 32,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
46,20,-140,0,0,45,60.03532293575174,-159,65,endgame,white,1500,0,0,0,inaccuracy,-52,e4c6,1r4k1/p2r4/3Ppq1p/1P3Pp1/1B1PB1Pp/4P3/4K3/R6R w - - 3 33,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
37,20,-140,0,0,-7,62.938064793890824,-52,66,endgame,black,1500,0,0,1,mistake,-109,d7d8,1r4k1/p2r4/2BPpq1p/1P3Pp1/1B1P2Pp/4P3/4K3/R6R b - - 4 33,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
47,20,-140,0,0,102,81.71315683535914,-109,67,endgame,white,1500,0,0,0,good,-37,h1f1,1r1r2k1/p7/2BPpq1p/1P3Pp1/1B1P2Pp/4P3/4K3/R6R w - - 5 34,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
30,20,-140,0,0,65,74.89031980169399,-37,68,endgame,black,1500,0,0,1,mistake,-187,b8b6,1r1r2k1/p7/2BPpq1p/1P3Pp1/1B1P2Pp/4P3/4K3/R4R2 b - - 6 34,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
44,20,-140,0,0,252,87.67804742351417,-187,69,endgame,white,1500,0,0,0,inaccuracy,-74,b4c5,3r2k1/p7/1rBPpq1p/1P3Pp1/1B1P2Pp/4P3/4K3/R4R2 w - - 7 35,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
32,20,-140,0,0,178,89.71733388816233,-74,70,endgame,black,1500,0,0,0,inaccuracy,-66,b6c6,3r2k1/p7/1rBPpq1p/1PB2Pp1/3P2Pp/4P3/4K3/R4R2 b - - 8 35,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
35,19,-470,0,0,244,74.69511362867053,-66,71,endgame,white,1500,0,0,0,good,-1,b5c6,3r2k1/p7/2rPpq1p/1PB2Pp1/3P2Pp/4P3/4K3/R4R2 w - - 0 36,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
27,18,30,0,0,243,70.89880111821357,-1,72,endgame,black,1500,0,1,1,blunder,-242,f6f7,3r2k1/p7/2PPpq1p/2B2Pp1/3P2Pp/4P3/4K3/R4R2 b - - 0 36,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
35,18,30,0,0,485,105.7139536674322,-242,73,endgame,white,1500,1,0,0,good,65,a1a7,3r2k1/p4q2/2PPp2p/2B2Pp1/3P2Pp/4P3/4K3/R4R2 w - - 1 37,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
28,17,130,0,0,550,148.31992448757518,65,74,endgame,black,1500,0,0,0,inaccuracy,-92,f7e8,3r2k1/R4q2/2PPp2p/2B2Pp1/3P2Pp/4P3/4K3/5R2 b - - 0 37,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
39,17,130,0,0,642,162.41600906314622,-92,75,endgame,white,1500,0,0,0,good,180,d6d7,3rq1k1/R7/2PPp2p/2B2Pp1/3P2Pp/4P3/4K3/5R2 w - - 1 38,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
18,17,130,0,0,822,190.21524649722483,180,76,endgame,black,1500,0,0,0,inaccuracy,-77,e8f7,3rq1k1/R2P4/2P1p2p/2B2Pp1/3P2Pp/4P3/4K3/5R2 b - - 0 38,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
36,17,130,0,0,899,157.79302899684765,-77,77,endgame,white,1500,0,1,1,blunder,-202,c6c7,3r2k1/R2P1q2/2P1p2p/2B2Pp1/3P2Pp/4P3/4K3/5R2 w - - 1 39,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
23,17,130,0,0,697,124.85031037206114,-202,78,endgame,black,1500,1,1,1,blunder,-257,d8d7,3r2k1/R1PP1q2/4p2p/2B2Pp1/3P2Pp/4P3/4K3/5R2 b - - 0 39,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
38,16,30,0,0,954,117.92777450626295,-257,79,endgame,white,1500,1,0,0,good,123,c7c8q,6k1/R1Pr1q2/4p2p/2B2Pp1/3P2Pp/4P3/4K3/5R2 w - - 0 40,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
5,16,830,0,1,1077,127.29399043159893,123,80,endgame,black,1500,0,0,1,mistake,-172,g8g7,2Q3k1/R2r1q2/4p2p/2B2Pp1/3P2Pp/4P3/4K3/5R2 b - - 0 40,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
48,16,830,0,0,1249,183.83731938863772,-172,81,endgame,white,1500,0,0,0,good,751,a7d7,2Q5/R2r1qk1/4p2p/2B2Pp1/3P2Pp/4P3/4K3/5R2 w - - 1 41,3,Garry Kasparov,Gijs Apperloo,Kasparov Simul,2025.10.21,1-0
20,32,0,0,0,39,0.0,0,1,opening,white,1500,0,0,0,good,7,e2e4,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
20,32,0,0,0,46,3.5,7,2,opening,black,1500,0,0,0,good,0,e7e5,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
29,32,0,0,0,46,3.299831645537222,0,3,opening,white,1500,0,0,0,good,-7,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
29,32,0,0,0,39,3.5,-7,4,opening,black,1500,0,0,0,good,-2,b8c6,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
27,32,0,0,0,41,3.1874754901018454,-2,5,opening,white,1500,0,0,0,good,-4,f1b5,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
30,32,0,0,0,37,3.655133376499413,-4,6,opening,black,1500,0,0,0,good,-2,a7a6,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
32,32,0,0,0,39,3.0724582991474434,-2,7,opening,white,1500,0,0,0,good,5,b5a4,r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
32,32,0,0,0,44,2.3664319132398464,5,8,opening,black,1500,0,0,0,good,-9,g8f6,r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
27,32,0,0,0,53,5.6000000000000005,-9,9,opening,white,1500,0,0,0,good,4,e1g1,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
30,32,0,0,0,57,7.797435475847171,4,10,opening,black,1500,0,0,0,good,-3,f8e7,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
25,32,0,0,0,60,7.914543574963751,-3,11,middlegame,white,1500,0,0,0,good,-1,f1e1,r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 4 6,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
30,32,0,0,0,59,5.817215828899594,-1,12,middlegame,black,1500,0,0,0,good,4,b7b5,r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 5 6,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
25,32,0,0,0,55,2.5612496949731396,4,13,middlegame,white,1500,0,0,0,good,-12,a4b3,r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 7,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
30,32,0,0,0,43,6.144916598294887,-12,14,middlegame,black,1500,0,0,0,good,-10,d7d6,r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 b kq - 1 7,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
27,32,0,0,0,53,6.06630035524124,-10,15,middlegame,white,1500,0,0,0,good,3,c2c3,r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 0 8,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
33,32,0,0,0,56,5.455272678794342,3,16,middlegame,black,1500,0,0,0,good,10,e8g8,r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 b kq - 0 8,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
27,32,0,0,0,46,5.161395160225576,10,17,middlegame,white,1500,0,0,0,good,1,h2h3,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w - - 1 9,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
30,32,0,0,0,47,4.774934554525329,1,18,middlegame,black,1500,0,0,0,good,-6,c6b8,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 b - - 0 9,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
28,32,0,0,0,53,3.847076812334269,-6,19,middlegame,white,1500,0,0,0,good,-3,d2d4,rnbq1rk1/2p1bppp/p2p1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w - - 1 10,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
29,32,0,0,0,50,3.7202150475476548,-3,20,middlegame,black,1500,0,0,0,good,3,b8d7,rnbq1rk1/2p1bppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 b - - 0 10,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
36,32,0,0,0,47,2.5768197453450252,3,21,middlegame,white,1500,0,0,0,good,-5,b1d2,r1bq1rk1/2pnbppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 w - - 1 11,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
24,32,0,0,0,42,3.655133376499413,-5,22,middlegame,black,1500,0,0,0,good,-11,c8b7,r1bq1rk1/2pnbppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP1N1PP1/R1BQR1K1 b - - 2 11,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
30,32,0,0,0,53,4.147288270665544,-11,23,middlegame,white,1500,0,0,0,good,-6,b3c2,r2q1rk1/1bpnbppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP1N1PP1/R1BQR1K1 w - - 3 12,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
30,32,0,0,0,47,3.6551333764994136,-6,24,middlegame,black,1500,0,0,0,good,-1,f8e8,r2q1rk1/1bpnbppp/p2p1n2/1p2p3/3PP3/2P2N1P/PPBN1PP1/R1BQR1K1 b - - 4 12,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
30,32,0,0,0,48,3.4985711369071804,-1,25,middlegame,white,1500,0,0,0,good,-3,d2f1,r2qr1k1/1bpnbppp/p2p1n2/1p2p3/3PP3/2P2N1P/PPBN1PP1/R1BQR1K1 w - - 5 13,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
31,32,0,0,0,45,3.63318042491699,-3,26,middlegame,black,1500,0,0,0,good,2,e7f8,r2qr1k1/1bpnbppp/p2p1n2/1p2p3/3PP3/2P2N1P/PPB2PP1/R1BQRNK1 b - - 6 13,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
36,32,0,0,0,43,3.370459909270543,2,27,middlegame,white,1500,0,0,0,good,-1,f1g3,r2qrbk1/1bpn1ppp/p2p1n2/1p2p3/3PP3/2P2N1P/PPB2PP1/R1BQRNK1 w - - 7 14,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
31,32,0,0,0,42,2.280350850198276,-1,28,middlegame,black,1500,0,0,0,good,-16,g7g6,r2qrbk1/1bpn1ppp/p2p1n2/1p2p3/3PP3/2P2NNP/PPB2PP1/R1BQR1K1 b - - 8 14,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
37,32,0,0,0,58,5.775811631277461,-16,29,middlegame,white,1500,0,0,0,good,0,c1g5,r2qrbk1/1bpn1p1p/p2p1np1/1p2p3/3PP3/2P2NNP/PPB2PP1/R1BQR1K1 w - - 0 15,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
32,32,0,0,0,58,7.249827584156743,0,30,middlegame,black,1500,0,0,0,good,-1,h7h6,r2qrbk1/1bpn1p1p/p2p1np1/1p2p1B1/3PP3/2P2NNP/PPB2PP1/R2QR1K1 b - - 1 15,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
41,32,0,0,0,59,7.771743691090179,-1,31,endgame,white,1500,0,0,0,good,-3,g5d2,r2qrbk1/1bpn1p2/p2p1npp/1p2p1B1/3PP3/2P2NNP/PPB2PP1/R2QR1K1 w - - 0 16,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
33,32,0,0,0,56,6.374950980203692,-3,32,endgame,black,1500,0,0,0,good,1,f8g7,r2qrbk1/1bpn1p2/p2p1npp/1p2p3/3PP3/2P2NNP/PPBB1PP1/R2QR1K1 b - - 1 16,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
37,32,0,0,0,55,1.4696938456699067,1,33,endgame,white,1500,0,0,0,good,-6,a2a4,r2qr1k1/1bpn1pb1/p2p1npp/1p2p3/3PP3/2P2NNP/PPBB1PP1/R2QR1K1 w - - 2 17,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
36,32,0,0,0,49,3.4985711369071804,-6,34,endgame,black,1500,0,0,0,good,-3,c7c5,r2qr1k1/1bpn1pb1/p2p1npp/1p2p3/P2PP3/2P2NNP/1PBB1PP1/R2QR1K1 b - - 0 17,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
39,32,0,0,0,52,3.4292856398964497,-3,35,endgame,white,1500,0,0,0,good,17,d4d5,r2qr1k1/1b1n1pb1/p2p1npp/1pp1p3/P2PP3/2P2NNP/1PBB1PP1/R2QR1K1 w - - 0 18,4,Bobby Fischer,Boris V Spassky,Match,1992.??.??,1-0
